id,username,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Opennes
1134,AW2COKRISE6OB,0.326422442,0.574415132,0.854678378,0.678006672,0.638104712
1135,A28Y2QSO5HYXC2,0.785619636,0.402090592,0.900091385,0.919501668,0.492381143
1136,ANP3R2R4V4GAN,0.357024546,0.628266551,0.802777799,0.650407243,0.683643327
1137,A24A1LYR3FNFKZ,0.326422442,0.574415132,0.763852365,0.277034671,0.638104712
1138,A26XOOCIJWDITO,0.357024546,0.628266551,0.647076062,0.303006672,0.914488429
1139,A2BEU7GPGNIG44,0.602421871,0.951375062,0.719265049,0.579652346,0.924080269
1140,A36A0WGGDBSHTE,0.380826182,0.670150987,0.695732855,0.77460467,0.71906225
1141,AZVA13Q19KURR,0.326422442,0.574415132,0.582200338,0.678006672,0.797254823
1142,A2IBTJA1STONZ2,0.415446744,0.731073804,0.763852365,0.77460467,0.770580683
1143,A2LR32KJUKWW4N,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1144,A3G10NPD661EQD,0.54603754,0.960878254,0.580844726,0.571316345,0.827875541
1145,A2H0Q6AGS7X55I,0.357024546,0.628266551,0.724926931,0.733205528,0.826563225
1146,A24O85VDQBONEM,0.456991418,0.804181185,0.647076062,0.526209817,0.870525827
1147,A2XKQHB8VCUCJK,0.380826182,0.670150987,0.763852365,0.323207116,0.71906225
1148,A1JI9C3F1UBLUH,0.357024546,0.628266551,0.307108953,0.303006672,0.738638021
1149,A24FCRSK4MJWZ9,0.326422442,0.574415132,0.673026351,0.581408673,0.638104712
1150,AKFDAV8I4FLUJ,0.228495709,0.402090592,0.19654973,0.629707672,0.492381143
1151,A3EOHYIHQM3KK,0.326422442,0.574415132,0.280785328,0.581408673,0.899834228
1152,A2CP4LGVYGFUU4,0.228495709,0.402090592,0.632514595,0.19392427,0.492381143
1153,A34HU36L18BM2C,0.678429455,0.670150987,0.763852365,0.702156171,0.71906225
1154,....txt,0.464131909,0.816746516,0.782017568,0.562089073,0.920350109
1155,ASQJI6IDUPY20,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1156,AFLAIV5URQSDV,0.693742338,0.628266551,0.724926931,0.733205528,0.683643327
1157,A3LWC833HQIG7J,0.326422442,0.574415132,0.582200338,0.277034671,0.797254823
1158,A2J1ZM6TLE80ZE,0.380826182,0.670150987,0.559493835,0.557259174,0.925479079
1159,A2LLZEUZEOXFXA,0.228495709,0.402090592,0.19654973,0.19392427,0.848544526
1160,A13BP4NJEBZGEY,0.285619636,0.50261324,0.818347973,0.716645871,0.879318347
1161,A2GRZ0VL1JKCB1,0.399867491,0.703658537,0.733577027,0.54920934,0.747397388
1162,A19DU0YV4K2MRY,0.326422442,0.574415132,0.747890541,0.581408673,0.638104712
1163,A3FDH2R3OXOHEM,0.380826182,0.670150987,0.627613345,0.702156171,0.71906225
1164,A2JJSCIGPZDWHI,0.610217521,0.874109983,0.689540172,0.695569944,0.890508828
1165,A1EX5SK2PD0XLC,0.326422442,0.574415132,0.763852365,0.678006672,0.638104712
1166,A1134JYIL2MGZW,0.285619636,0.50261324,0.709356757,0.242405337,0.577386558
1167,A19DXCJ4HTZJ6H,0.326422442,0.574415132,0.582200338,0.678006672,0.899834228
1168,A3XJQLM2OU9G4,0.228495709,0.402090592,0.627613345,0.19392427,0.492381143
1169,A265JO8DL4J4SS,0.380826182,0.670150987,0.695732855,0.629707672,0.925479079
1170,A3CFB16J8HWHG,0.285619636,0.50261324,0.818347973,0.600728273,0.577386558
1171,A32FEPZNPPRSZO,0.326422442,0.574415132,0.763852365,0.77460467,0.638104712
1172,A8QCB68UL50NX,0.228495709,0.402090592,0.763852365,0.629707672,0.848544526
1173,ANF3BKUMVZEDK,0.326422442,0.574415132,0.673026351,0.581408673,0.638104712
1174,A1AN06YA78NXVJ,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1175,A1V59UTYLZ2QDV,0.285619636,0.50261324,0.818347973,0.716645871,0.577386558
1176,ACC1SLND21RI6,0.228495709,0.402090592,0.19654973,0.19392427,0.694675419
1177,A1LLKPEWD0WKXC,0.285619636,0.50261324,0.69981723,0.600728273,0.577386558
1178,A3PV0UIZGHU6CM,0.326422442,0.574415132,0.280785328,0.581408673,0.592096014
1179,AVKHYC2D7MD56,0.326422442,0.574415132,0.854678378,0.581408673,0.638104712
1180,A2KQP4BQ94XRP0,0.228495709,0.402090592,0.627613345,0.19392427,0.492381143
1181,A2XL4PQC24DRBJ,0.380826182,0.670150987,0.831971875,0.629707672,0.71906225
1182,A12W8NRSYR593I,0.439414825,0.773251139,0.854678378,0.726305671,0.806247291
1183,AZTVHB938DIG5,0.285619636,0.50261324,0.245687162,0.716645871,0.879318347
1184,A3R81BWRZIT35X,0.285619636,0.50261324,0.927339189,0.716645871,0.577386558
1185,AJHVNBO7RK8BR,0.285619636,0.50261324,0.600365541,0.242405337,0.577386558
1186,A8DI0COTCMRDV,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1187,AB5LHD39AGWIM,0.228495709,0.402090592,0.763852365,0.19392427,0.492381143
1188,A1ER1CELPNT3KT,0.228495709,0.402090592,0.19654973,0.919501668,0.492381143
1189,A3VCOHXSS0WOCY,0.326422442,0.574415132,0.763852365,0.678006672,0.638104712
1190,A20MFWW4JADHOR,0.228495709,0.402090592,0.19654973,0.77460467,0.492381143
1191,A2L7212DCF0CHO,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1192,A3HBFWUDVQYOM9,0.505327049,0.88923881,0.578567297,0.577544753,0.706984947
1193,AFJHW32GJS7QH,0.357024546,0.628266551,0.569225193,0.567608959,0.914488429
1194,A2AKFJOWF71WGV,0.59215443,0.933424589,0.61099883,0.668582477,0.747216089
1195,AHOP98V8UUXZB,0.399867491,0.703658537,0.733577027,0.613608006,0.747397388
1196,AJW9IL2NC0VE8,0.228495709,0.402090592,0.627613345,0.77460467,0.492381143
1197,A2WDZH6FQL7HO8,0.326422442,0.574415132,0.582200338,0.678006672,0.638104712
1198,A1AJR4BFQ5AW68,0.481043598,0.84650651,0.733577027,0.613608006,0.868194557
1199,AU8YUXW9IYRKZ,0.285619636,0.50261324,0.927339189,0.600728273,0.577386558
1200,A25L6OBM4P5KW6,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1201,ATG7E60O1RH9,0.415446744,0.731073804,0.818347973,0.658687072,0.770580683
1202,AI68XLYJ2WY8B,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1203,A3BNB73HKLQOF6,0.326422442,0.574415132,0.945504392,0.277034671,0.638104712
1204,A73DFWJE0CGY6,0.228495709,0.402090592,0.627613345,0.629707672,0.848544526
1205,A10W40DOIE1EOP,0.228495709,0.402090592,0.763852365,0.77460467,0.492381143
1206,A182SY7I1OPU3A,0.228495709,0.402090592,0.19654973,0.629707672,0.492381143
1207,A151JSJYHTN4T2,0.439414825,0.773251139,0.900091385,0.629707672,0.806247291
1208,ANO3SFVMNVNRV,0.228495709,0.402090592,0.763852365,0.77460467,0.848544526
1209,A34IBXM7E8CPWE,0.448830857,0.789820806,0.742892516,0.707729133,0.907724952
1210,ANBT9T1QKC662,0.228495709,0.402090592,0.19654973,0.629707672,0.848544526
1211,A2JEWRZ7E7RE2V,0.326422442,0.574415132,0.280785328,0.581408673,0.797254823
1212,A2T33U7BJ2517Z,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1213,A2P49WD75WHAG5,0.582093975,0.967530488,0.532763394,0.536166573,0.61287159
1214,A3F3B6HY9RJI04,0.228495709,0.402090592,0.763852365,0.919501668,0.492381143
1215,A2MH0QDRZFWF2S,0.228495709,0.402090592,0.627613345,0.19392427,0.848544526
1216,A1BQOPKHRU5M8F,0.428429455,0.753919861,0.88770602,0.959019031,0.789900096
1217,A14INICZSIGAAA,0.380826182,0.670150987,0.763852365,0.629707672,0.925479079
1218,AQFE4WTGEQI0M,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1219,A2EXDP1BBSAFQ6,0.228495709,0.402090592,0.900091385,0.919501668,0.492381143
1220,A1D6L5H76KMV6P,0.285619636,0.50261324,0.927339189,0.716645871,0.577386558
1221,A3FS34V9CTI6MT,0.228495709,0.402090592,0.900091385,0.629707672,0.492381143
1222,A4VVYYB68NL4Z,0.659948389,0.904703833,0.75445657,0.744625981,0.917520333
1223,AO3VO3TW1CCJP,0.357024546,0.628266551,0.307108953,0.303006672,0.650712817
1224,A1D2ZN57YG2NMH,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1225,A31IHSADIIBY1T,0.399867491,0.703658537,0.612475676,0.613608006,0.865641093
1226,A3QZ4ID39UXR1Z,0.380826182,0.670150987,0.695732855,0.629707672,0.71906225
1227,ALII89JQW1EML,0.642699394,0.773251139,0.763852365,0.726305671,0.806247291
1228,A2CEU1IH5HT20D,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1229,A1POGYGC5C99W5,0.595739886,0.921457607,0.740497104,0.61728793,0.967243551
1230,A1SH4VYO59XHFF,0.142809818,0.25130662,0.854678378,0.121202669,0.364873021
1231,AX4OFLL5IVNII,0.228495709,0.402090592,0.763852365,0.77460467,0.492381143
1232,A15M3VKZBICFZJ,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1233,A30RS83H5PAPP9,0.399867491,0.703658537,0.673026351,0.613608006,0.747397388
1234,A2BM7XQJBU3RKS,0.285619636,0.50261324,0.709356757,0.716645871,0.577386558
1235,AEUIDDK5MU1LI,0.399867491,0.703658537,0.612475676,0.54920934,0.865641093
1236,A18GAOV7LWVVS5,0.228495709,0.402090592,0.19654973,0.19392427,0.848544526
1237,A2GA6MO1SZDB4L,0.228495709,0.402090592,0.763852365,0.19392427,0.492381143
1238,AXTO23M29DQX0,0.470432342,0.827833572,0.6616731,0.738380421,0.852404077
1239,AFEO09AI1ASIR,0.228495709,0.402090592,0.900091385,0.629707672,0.492381143
1240,AMW8WMHKKO20O,0.228495709,0.402090592,0.632514595,0.19392427,0.492381143
1241,A3LMJYKMC25QZ4,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1242,A2C05OHYJERICI,0.357024546,0.628266551,0.724926931,0.733205528,0.683643327
1243,A250AXLRBVYKB4,0.470432342,0.827833572,0.59355359,0.521034924,0.733142695
1244,A1G9IV3IBW8WMP,0.399867491,0.703658537,0.551925,0.613608006,0.455323474
1245,A32T2H8150OJLU,0.415446744,0.731073804,0.600365541,0.352589582,0.94086599
1246,A9HGE7S9USB4Z,0.285619636,0.50261324,0.818347973,0.600728273,0.577386558
1247,A2PVUFJ8SQHPS7,0.326422442,0.574415132,0.854678378,0.678006672,0.638104712
1248,A1F9Z42CFF9IAY,0.415446744,0.731073804,0.927339189,0.600728273,0.770580683
1249,A28DTCRODDUF7D,0.380826182,0.670150987,0.559493835,0.557259174,0.71906225
1250,AEMV9IMH665B9,0.326422442,0.574415132,0.763852365,0.678006672,0.638104712
1251,AK6PDYF58Z7WL,0.285619636,0.50261324,0.818347973,0.600728273,0.577386558
1252,A3QEW0HMXQRWT9,0.228495709,0.402090592,0.763852365,0.19392427,0.492381143
1253,AZNIB6QCAFAQC,0.326422442,0.574415132,0.945504392,0.678006672,0.638104712
1254,A1VG2OPJGFC0BJ,0.285619636,0.50261324,0.709356757,0.832563469,0.577386558
1255,AIKDYQA4NKI7A,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1256,AVL7CL3HITK0Q,0.228495709,0.402090592,0.900091385,0.77460467,0.492381143
1257,A3DYC9OZPN0JO7,0.357024546,0.628266551,0.307108953,0.650407243,0.738638021
1258,AKJFH1G2FP27I,0.285619636,0.50261324,0.709356757,0.600728273,0.879318347
1259,A1Q2GLZXL2CNJ8,0.532291141,0.936688312,0.681475283,0.713950113,0.944455396
1260,A3A0GTGE1FMV6G,0.357024546,0.628266551,0.880628668,0.567608959,0.683643327
1261,A1LWYVLGA3N2R4,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1262,A18X6ZT4AEYVKB,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1263,AMNNPDX9MFEUD,0.439414825,0.773251139,0.763852365,0.629707672,0.951123931
1264,A3SA087KRQ1G44,0.285619636,0.50261324,0.245687162,0.600728273,0.879318347
1265,A3983V92VGQYLY,0.785619636,0.402090592,0.763852365,0.19392427,0.492381143
1266,AU5JRF6460SKM,0.380826182,0.670150987,0.831971875,0.77460467,0.71906225
1267,A19NGZ7BYGV7PT,0.415446744,0.731073804,0.709356757,0.658687072,0.770580683
1268,A3LLZDD7U0TAZP,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1269,AVKRTWFUOJX5W,0.228495709,0.402090592,0.763852365,0.19392427,0.848544526
1270,A3L8YUEWQM3K5K,0.228495709,0.402090592,0.763852365,0.19392427,0.492381143
1271,A3LBNS6DWZ56XT,0.415446744,0.731073804,0.709356757,0.658687072,0.770580683
1272,A840R1WZ0JJIB,0.357024546,0.628266551,0.569225193,0.567608959,0.738638021
1273,A2O8K7L29RLY54,0.470432342,0.827833572,0.6616731,0.665931922,0.848544526
1274,A33M6CD4J0AG2X,0.326422442,0.574415132,0.673026351,0.871202669,0.638104712
1275,A1OQ4P7WEQQERS,0.228495709,0.402090592,0.632514595,0.19392427,0.492381143
1276,A2BT578J4IZOK6,0.357024546,0.628266551,0.307108953,0.303006672,0.826563225
1277,A3ANEC5F6DK16S,0.228495709,0.402090592,0.627613345,0.629707672,0.694675419
1278,A2KZQ6ZK98FSI7,0.326422442,0.574415132,0.582200338,0.678006672,0.638104712
1279,A3JYLITZOZ66Z2,0.285619636,0.50261324,0.600365541,0.242405337,0.577386558
1280,A3T5ES5LR4DIVM,0.357024546,0.628266551,0.724926931,0.567608959,0.683643327
1281,AX9SMV65NOIJF,0.326422442,0.574415132,0.763852365,0.581408673,0.638104712
1282,A970K0IOASNWB,0.285619636,0.50261324,0.818347973,0.600728273,0.577386558
1283,A3E9Z7JL0TWBY,0.357024546,0.628266551,0.569225193,0.303006672,0.914488429
1284,A3UI85DYGMDA15,0.50269056,0.884599303,0.809265372,0.653857172,0.900407135
1285,A307GRSUVB6WYD,0.228495709,0.402090592,0.627613345,0.629707672,0.848544526
1286,A1J2UNYVO9G9JV,0.326422442,0.574415132,0.673026351,0.581408673,0.638104712
1287,A22ZUB7SRXUOPU,0.357024546,0.628266551,0.958479537,0.303006672,0.683643327
1288,A2JGCIS4LEPFC2,0.228495709,0.402090592,0.632514595,0.77460467,0.492381143
1289,A1ESNDQ6K1HWGS,0.666519435,0.703658537,0.733577027,0.613608006,0.934027363
1290,A1O8U0FEBTGRJP,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1291,AXNRB0X3M7A1T,0.285619636,0.50261324,0.818347973,0.242405337,0.577386558
1292,A11AAFHZV0AS3A,0.285619636,0.50261324,0.927339189,0.242405337,0.577386558
1293,ABHRG8CDJ6XM9,0.228495709,0.402090592,0.632514595,0.77460467,0.492381143
1294,A1PLX7O7HW809U,0.448830857,0.789820806,0.742892516,0.707729133,0.820259172
1295,AMMXFNJSKJUQ,0.666519435,0.703658537,0.733577027,0.613608006,0.660482284
1296,A1TJEQR04YNNIH,0.593227003,0.929834495,0.728919283,0.722590363,0.938659572
1297,A2L7JN8R6GQE0F,0.326422442,0.574415132,0.673026351,0.678006672,0.797254823
1298,A1YN6TCFN2SU69,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1299,A3GKD1JE9LRSD1,0.228495709,0.402090592,0.19654973,0.19392427,0.492381143
1300,A3RQZ1J5F5G104,0.228495709,0.402090592,0.627613345,0.77460467,0.492381143
1301,A16M4Y1JV9ZNN4,0.228495709,0.402090592,0.763852365,0.77460467,0.492381143
1302,A1VKY1QVKD9VIU,0.656991418,0.731073804,0.654861149,0.832563469,0.770580683
1303,A2BSG3625NL1EB,0.285619636,0.50261324,0.600365541,0.832563469,0.879318347
1304,A27RUG27Y2HHIL,0.399867491,0.703658537,0.673026351,0.613608006,0.934027363
1305,ANCNEU3MD7RR,0.228495709,0.402090592,0.627613345,0.919501668,0.848544526
1306,A3J6O5VQ7ZFUGK,0.285619636,0.50261324,0.818347973,0.716645871,0.577386558
1307,AHBG3YDT36KKJ,0.399867491,0.703658537,0.733577027,0.742405337,0.747397388
1308,A37PV5GMP2ILJC,0.510035065,0.897523644,0.673026351,0.635074228,0.956822786
1309,A1GYU90OSSH2N,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1310,AKRX88EIKCHXU,0.399867491,0.703658537,0.673026351,0.339367472,0.747397388
1311,A2514ST2FJGUU5,0.357024546,0.628266551,0.724926931,0.733205528,0.683643327
1312,A1IWTIX7KJ74JF,0.228495709,0.402090592,0.900091385,0.19392427,0.492381143
1313,A1J6788AD55AW5,0.476032727,0.837688734,0.619599285,0.655277731,0.821391154
1314,A1T4U9YC4BPK1G,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1315,A23BA0P1V4LNL5,0.326422442,0.574415132,0.854678378,0.581408673,0.638104712
1316,A6GRM8PXTXQ0,0.464131909,0.816746516,0.745687162,0.75528507,0.84302848
1317,AUB272QF5FE35,0.380826182,0.670150987,0.559493835,0.557259174,0.71906225
1318,A3JLOIXFM75QNV,0.326422442,0.574415132,0.280785328,0.581408673,0.638104712
1319,AXRF9NLULKD8Y,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1320,A38N0M7J3LQV9V,0.285619636,0.50261324,0.818347973,0.600728273,0.577386558
1321,A1DAARTYG4Z685,0.714159515,0.574415132,0.673026351,0.77460467,0.899834228
1322,AJ1S12KV4D5Z3,0.326422442,0.574415132,0.280785328,0.871202669,0.899834228
1323,AO063178F06WK,0.380826182,0.670150987,0.968210895,0.629707672,0.71906225
1324,A1MCQLJGZ2ODCK,0.228495709,0.402090592,0.632514595,0.629707672,0.492381143
1325,A3FAD0SKR7VCU5,0.285619636,0.50261324,0.818347973,0.600728273,0.577386558
1326,A3K24XG2HBT7XU,0.481043598,0.84650651,0.673026351,0.710206004,0.868194557
1327,A1A5633MK8F1VN,0.448830857,0.789820806,0.575213721,0.707729133,0.76569193
1328,A1LD5UX7EPDJ9F,0.380826182,0.670150987,0.968210895,0.77460467,0.71906225
1329,ANBSW3BALFRR2,0.514115346,0.904703833,0.679290214,0.564753846,0.896297007
1330,A3DQ2DYIGQIFWX,0.357024546,0.628266551,0.569225193,0.816003812,0.683643327
1331,A3DQDILRL74K37,0.228495709,0.402090592,0.627613345,0.919501668,0.492381143
1332,A2RJD8NAFRJI4N,0.380826182,0.670150987,0.559493835,0.629707672,0.71906225
1333,A195PCNYWRB75,0.357024546,0.628266551,0.647076062,0.303006672,0.914488429
1334,A2ZFBVF5EDMVBK,0.228495709,0.402090592,0.627613345,0.19392427,0.492381143
1335,A1U996YEDDRCD7,0.714159515,0.773251139,0.763852365,0.726305671,0.899834228
1336,A3RDJSRU8HD5W5,0.228495709,0.402090592,0.627613345,0.77460467,0.492381143
1337,A31V8OA5OOIX94,0.228495709,0.402090592,0.763852365,0.19392427,0.492381143
1338,ADTAINNCOFYYQ,0.285619636,0.50261324,0.818347973,0.716645871,0.577386558
1339,A3N3SN2DDD4HCJ,0.415446744,0.731073804,0.600365541,0.600728273,0.694675419
1340,A2SE0H68AAO6E5,0.326422442,0.574415132,0.854678378,0.77460467,0.638104712
1341,A2VBI34EIGLG9C,0.326422442,0.574415132,0.280785328,0.581408673,0.110553487
1342,A1VJLO72ACZUL2,0.228495709,0.402090592,0.627613345,0.629707672,0.848544526
1343,A2L3WEVFOCA7OY,0.627655158,0.966061813,0.634783819,0.538193779,0.799954281
1344,A51IK68MWKV5R,0.415446744,0.731073804,0.545869932,0.658687072,0.817770704
1345,A39W4DYKP4Q31D,0.285619636,0.50261324,0.600365541,0.242405337,0.577386558
1346,A1IHT31N8RLPN8,0.285619636,0.50261324,0.245687162,0.716645871,0.879318347
1347,AXFI7TAWD6H6X,0.557850852,0.981666485,0.568612194,0.653667018,0.881256856
1348,A1IUJSE0CATVRT,0.380826182,0.670150987,0.900091385,0.557259174,0.71906225
1349,A1HC2UQWPAXHM,0.326422442,0.574415132,0.763852365,0.581408673,0.638104712
1350,APHV5UVEKZ5U3,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1351,A3PEZQQ3I0B036,0.326422442,0.574415132,0.854678378,0.678006672,0.638104712
1352,A3O8YT41TDXL0B,0.614115346,0.955789113,0.66394375,0.591068473,0.694675419
1353,A2V5PFZFJ77BRA,0.357024546,0.628266551,0.307108953,0.303006672,0.145101452
1354,A27950GV5XJ1T5,0.493343008,0.868150143,0.698976641,0.650407243,0.886497158
1355,A1LKBVKBHII5T5,0.415446744,0.731073804,0.600365541,0.658687072,0.694675419
1356,A1G0VFQ9198IUF,0.464131909,0.816746516,0.745687162,0.600728273,0.84302848
1357,A5A2QE6NECFR5,0.522275907,0.919064211,0.667683645,0.672324436,0.966209137
1358,AXY0INSHOGYQR,0.380826182,0.670150987,0.695732855,0.629707672,0.71906225
1359,ATEF2AK9QAYY4,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1360,A2WA8R7ZNUHZMA,0.505327049,0.88923881,0.556769054,0.577544753,0.879318347
1361,A36R1GGNDJ0R5I,0.439414825,0.773251139,0.673026351,0.678006672,0.951123931
1362,A21TGQNCXUVP79,0.228495709,0.402090592,0.627613345,0.19392427,0.492381143
1363,A23XDLRMGN5BCS,0.285619636,0.50261324,0.709356757,0.716645871,0.577386558
1364,A3SXFF9QGG3ZI9,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1365,A1SXJI59YNB2JT,0.285619636,0.50261324,0.818347973,0.832563469,0.577386558
1366,A1T3KS8URHQ20I,0.512145555,0.901237535,0.647076062,0.671106815,0.914476997
1367,ANHRR25EHTFEV,0.448830857,0.789820806,0.659053119,0.529394366,0.907724952
1368,A29TBCU82DESCS,0.228495709,0.402090592,0.632514595,0.77460467,0.492381143
1369,A2IU3PSDR3USU,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1370,A1LO6KQEWOAIV6,0.285619636,0.50261324,0.600365541,0.600728273,0.577386558
1371,A17OL3MS7JDY6H,0.285619636,0.50261324,0.709356757,0.242405337,0.577386558
1372,A2C4EG9LRTNQW1,0.228495709,0.402090592,0.19654973,0.629707672,0.492381143
1373,A151XJ2ZNET1WJ,0.228495709,0.402090592,0.900091385,0.19392427,0.492381143
1374,A3IP7P59KKM4Y9,0.326422442,0.574415132,0.854678378,0.277034671,0.638104712
1375,A35JEQUI9O2G82,0.357024546,0.628266551,0.647076062,0.567608959,0.683643327
1376,A21S5019ZLNOB0,0.326422442,0.574415132,0.763852365,0.678006672,0.899834228
1377,A2LS0BSXW0AJHS,0.357024546,0.628266551,0.724926931,0.816003812,0.683643327
1378,A3QKT1V4U87N5F,0.228495709,0.402090592,0.627613345,0.77460467,0.492381143
1379,A3STN8EC4ZRLC7,0.380826182,0.670150987,0.831971875,0.557259174,0.71906225
1380,A2A7NHE5HTK79N,0.439414825,0.773251139,0.627613345,0.629707672,0.899834228
1381,AMGGZCWY3VNZC,0.326422442,0.574415132,0.582200338,0.678006672,0.694675419
1382,A1ST5BDZPFGQOZ,0.228495709,0.402090592,0.632514595,0.629707672,0.492381143
1383,A2CPYG4XXKPUH0,0.142809818,0.25130662,0.673026351,0.678006672,0.364873021
1384,A26G78BOOCTP69,0.326422442,0.574415132,0.854678378,0.871202669,0.638104712
1385,A19ELFMMKB83HC,0.228495709,0.402090592,0.763852365,0.629707672,0.492381143
1386,A2HYQM7O3CJ39Z,0.228495709,0.402090592,0.19654973,0.19392427,0.492381143
1387,A2U8FCIDZ7F37U,0.228495709,0.402090592,0.900091385,0.629707672,0.492381143
1388,A2MW8T4LSL1KM8,0.448830857,0.789820806,0.700972817,0.752312824,0.820259172
1389,A3AMA020X8FPJS,0.285619636,0.50261324,0.245687162,0.716645871,0.633127776
1390,A33M07VZBYRMPY,0.470432342,0.827833572,0.86603163,0.593483423,0.852404077
1391,A6375070JH5V9,0.380826182,0.670150987,0.327582883,0.629707672,0.71906225
1392,AI9M4GVHAFBRU,0.428429455,0.753919861,0.368530743,0.537500492,0.666699217
1393,A1T0LSFNXPLOBF,0.415446744,0.731073804,0.709356757,0.658687072,0.770580683
1394,A3OM5A0I7K13G9,0.415446744,0.731073804,0.709356757,0.716645871,0.770580683
1395,A1GPGBHBI6T2HJ,0.448830857,0.789820806,0.533294023,0.380922673,0.671003248
1396,A26R7F3OOY1UN4,0.399867491,0.703658537,0.733577027,0.678006672,0.747397388
1397,A3H9YKO0XTLOJA,0.228495709,0.402090592,0.19654973,0.629707672,0.540806311
1398,AIZ1I64N9CZA1,0.142809818,0.25130662,0.122843581,0.678006672,0.364873021
1399,A30OJ6WRBY7QLN,0.399867491,0.703658537,0.551925,0.339367472,0.865641093
1400,A2EOXPEU0CEWGD,0.380826182,0.670150987,0.763852365,0.629707672,0.71906225
1401,A2SPI5WNZLOJ2U,0.606969334,0.884599303,0.627613345,0.581408673,0.72032027
1402,A2ZNOVE9XIOV7B,0.357024546,0.628266551,0.802777799,0.650407243,0.683643327
1403,A3L9WR7LGB4ZZV,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
1404,A1G4E50ZYI6R3J,0.228495709,0.402090592,0.632514595,0.19392427,0.492381143
1405,AGRUNN58UZPY1,0.357024546,0.628266551,0.307108953,0.303006672,0.683643327
1406,A1Q3ZJGN3FYKOV,0.399867491,0.703658537,0.612475676,0.678006672,0.747397388
1407,A1NX6JFDR8RDOC,0.485553382,0.854442509,0.60610192,0.576324568,0.646085174
1408,ACSM2P5VE6KD7,0.228495709,0.402090592,0.900091385,0.629707672,0.492381143
1409,A29ZFGK1WJZ873,0.326422442,0.574415132,0.582200338,0.678006672,0.694675419
1410,ATL5B2A5OB6KO,0.357024546,0.628266551,0.880628668,0.816003812,0.683643327
1411,A2CXOTV3IAH5TS,0.357024546,0.628266551,0.802777799,0.567608959,0.683643327
1412,AONLKWTEKZ7O8,0.228495709,0.402090592,0.627613345,0.629707672,0.492381143
1413,A1SX8V30IP3NFP,0.656991418,0.731073804,0.545869932,0.716645871,0.817770704
1414,A2WGCHELE4HFCA,0.470432342,0.827833572,0.79791212,0.593483423,0.852404077
1415,A3RP0YF9FEOW75,0.285619636,0.50261324,0.245687162,0.242405337,0.064489534
1416,A2H1WNB30JNAWU,0.380826182,0.670150987,0.559493835,0.557259174,0.71906225
1417,A3BTZBO1380KB1,0.285619636,0.50261324,0.600365541,0.716645871,0.577386558
1418,A3NG1RH09BPOO,0.228495709,0.402090592,0.627613345,0.19392427,0.492381143
1419,AFZJNYR931ZCN,0.228495709,0.402090592,0.627613345,0.77460467,0.492381143
1420,A1W3FS1C2H4RCV,0.285619636,0.50261324,0.600365541,0.948481067,0.577386558
1421,A3KEZLJ59C1JVH,0.666519435,0.703658537,0.733577027,0.742405337,0.934027363
1422,A1DMDLU9AE7L20,0.415446744,0.731073804,0.709356757,0.600728273,0.879318347
1423,A1Q02WFA087CTF,0.326422442,0.574415132,0.280785328,0.581408673,0.489516609
1424,A3P5FE4JLS7L5O,0.285619636,0.50261324,0.600365541,0.242405337,0.577386558
1425,A3PUEEBHPTQG5M,0.228495709,0.402090592,0.627613345,0.77460467,0.492381143
1426,AORZ7F7TRCAZE,0.285619636,0.50261324,0.927339189,0.600728273,0.577386558
1427,ARNGIM6MDS4IA,0.285619636,0.50261324,0.245687162,0.242405337,0.633127776
1428,A3GAALHTE7OXTN,0.357024546,0.628266551,0.307108953,0.650407243,0.738638021
1429,A3EY2RC6VGJHK5,0.326422442,0.574415132,0.582200338,0.581408673,0.899834228
1430,A2O45L2YWQ7LGX,0.285619636,0.50261324,0.709356757,0.600728273,0.577386558
